,Property,,,Chemical compositions,,,,,,,,,,,,,,,Processing actions,,,,,,,
Number,YS(Mpa),UTS(Mpa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ti(at%),Ta(at%),V(at%),Mn(at%),Cu(at%),Mo(at%),C(at%),V(at%),W(at%),Nb(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours
626,430,910,75,0,33.3,33.3,0,33.4,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,1073,1,298,0
627,360,780,65,7,23.25,23.25,23.25,23.25,0,0,0,0,0,0,0,0,0,0,298,60,298,0,1373,1,298,0
628,500,900,63,7,23.25,23.25,23.25,23.25,0,0,0,0,0,0,0,0,0,0,1373,60,298,0,298,0,873,24
629,523,965,65,0,33.3,33.3,0,33.4,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,298,0,1073,1
630,390,851,76,0,33.3,33.3,0,33.4,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1123,2,298,0
631,320,770,74,0,33.3,33.3,0,33.4,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1173,2,298,0
632,539,924,62,1,33,33,0,33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,298,0,1073,1
633,421,869,79,1,33,33,0,33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1123,2,298,0
634,342,790,69,1,33,33,0,33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1173,2,298,0
635,338,760,60,2.5,30.7,0,30.7,30.6,5.5,0,0,0,0,0,0,0,0,0,1473,60,298,0,298,0,298,0
636,576,1112,30,2.5,30.7,0,30.7,30.6,5.5,0,0,0,0,0,0,0,0,0,1473,85,1423,3,298,0,1073,1
637,881,1267,19,2.5,30.7,0,30.7,30.6,5.5,0,0,0,0,0,0,0,0,0,1473,85,1423,3,298,0,1023,1
638,1355,1488,8,2.5,30.7,0,30.7,30.6,5.5,0,0,0,0,0,0,0,0,0,1473,85,1423,3,1243,0.008,1073,1
639,1100,1570,26,5,22.3,22.3,22.3,22.1,6,0,0,0,0,0,0,0,0,0,1423,80,1423,1.5,298,0,1050,4
640,650,1100,45,4.2,14.6,20.8,20.8,35.4,4.2,0,0,0,0,0,0,0,0,0,1473,80,298,0,1375,0,298,0
641,390,600,60,3.6,27.3,18.2,18.2,27.3,5.4,0,0,0,0,0,0,0,0,0,1423,0,298,0,298,0,298,0
642,800,980,17,3.6,27.3,18.2,18.2,27.3,5.4,0,0,0,0,0,0,0,0,0,1423,0,298,0,298,0,1023,50
643,1150,1380,15,3.6,27.3,18.2,18.2,27.3,5.4,0,0,0,0,0,0,0,0,0,1423,60,298,0,298,0,1023,50
644,1400,1570,15.5,3.6,27.3,18.2,18.2,27.3,5.4,0,0,0,0,0,0,0,0,0,1423,90,298,0,298,0,1023,50
645,840,1100,35,7,23.3,23.3,23.3,23.1,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,298,0,893,50
646,480,800,48,7,23.3,23.3,23.3,23.1,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,1423,3,893,50
647,770,1030,28,11.2,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1473,1,923,4
648,1000,1280,27,11.2,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1473,1,923,140
649,205,346,50,12.5,25,18.8,18.7,25,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
650,302,637,45,12.5,25,18.8,18.7,25,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1573,2,298,0
651,772,1077,28,12.5,25,18.8,18.7,25,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1573,2,923,4
652,869,1240,12,12.5,25,18.8,18.7,25,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1573,2,923,213
653,250,640,61,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,298,0,973,16
654,840,1070,14,8.3,16.7,16.6,16.7,41.7,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,298,0,973,16
655,910,1180,15,10.7,14.3,14.3,14.3,46.4,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,298,0,973,16
656,1000,1175,6,12.5,12.5,12.5,12.5,50,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,298,0,973,16
657,280,650,47,0,23.8,23.8,23.8,23.8,4.8,0,0,0,0,0,0,0,0,0,1473,0,298,0,298,0,298,0
658,580,950,27,0,23.8,23.8,23.8,23.8,4.8,0,0,0,0,0,0,0,0,0,1473,0,298,0,1173,0.3,298,0
659,720,1085,30,0,23.8,23.8,23.8,23.8,4.8,0,0,0,0,0,0,0,0,0,1473,70,298,0,1173,0.3,298,0
660,476,996,54.7,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0,298,0,298,0,298,0
661,725,1070,41,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0.1,298,0,298,0,298,0
662,855,1145,30,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0.15,298,0,298,0,298,0
663,940,1160,31,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0.15,298,0,298,0,643,1
664,970,1260,19,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0.2,298,0,298,0,298,0
665,1050,1250,17,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0.2,298,0,298,0,643,1
666,1115,1315,16,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1503,0.2,298,0,298,0,868,2
667,407,792,31,0.83,0.0000001,21.46,5,72.25,0.47,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1323,0,298,0,298,0,298,0
668,483,991,50.6,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1450,0,298,0,298,0,298,0
669,577,975,37.3,8.97,1.83,16.56,2.89,68.77,0.56,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.0000001,1368,0,298,0,298,0,298,0
670,417,837,47.3,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1484,0,298,0,298,0,298,0
671,778,1187,27.3,7.01,18.48,20.94,1.54,46.86,0.6,0.5,0.0000001,0,0,4.48,0,0.0000001,0.09,0.0000001,1443,0,298,0,1172,4,1061,8
672,827,1288,38,1.16,1.07,9.66,2.25,69.51,0.0000001,0.0000001,0.0000001,0,0,16.36,0,0.0000001,0.0000001,0.0000001,1373,0,298,0,298,0,922,48
673,863,1322,28,1.21,1.11,10.05,2.34,67.86,0.0000001,0.0000001,0.0000001,0,0,15.31,0,0.0000001,2.13,0.0000001,1393,0,298,0,1034,16,922,32
674,615,1041,35.8,1.27,19.31,21.89,0.71,50.41,2.85,0.0000001,0.0000001,0,0,3.56,0,0.0000001,0.0000001,0.0000001,1380,0,298,0,298,0,1075,8
675,699,1132,30,3.19,9.75,22.1,1.54,55.8,2.52,0.0000001,0.0000001,0,0,5.09,0,0.0000001,0.0000001,0.0000001,1423,0,298,0,1283,2,1061,8
676,410,815,47.7,0.44,18.22,25.24,33.11,20.32,0.0000001,0.6,0.0000001,0,0,1.86,0,0.0000001,0.81,0.0000001,1448,0,298,0,298,0,298,0
677,380,837,50.9,2.59,12.35,24.63,1.04,53.56,0.36,0.0000001,0.0000001,0,0,5.46,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,298,0
678,491,923,47.5,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1325,0,298,0,298,0,298,0
679,452,895,51.7,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1144,0,298,0,298,0,298,0
680,1205,1404,18.4,1.12,1.02,20.88,20.52,53.44,1.13,0.0000001,0.0000001,0,0,1.89,0,0.0000001,0.0000001,0.0000001,1260,0,298,0,991,8,894,8
681,328,718,46.3,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1480,0,298,0,298,0,298,0
682,314,767,68,0.85,28.31,30.99,2.06,36.27,0.6,0.0000001,0.0000001,0,0,0.6,0,0.0000001,0.31,0.0000001,1394,0,298,0,298,0,298,0
683,328,732,47,7.54,1.82,20.6,26.38,42.9,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.0000001,1394,0,298,0,298,0,298,0
684,337,737,58,0.9,0.0000001,36.27,1.63,57.01,0.64,0.0000001,0.0000001,0,0,3.55,0,0.0000001,0.0000001,0.0000001,1422,0,298,0,298,0,298,0
685,393,800,43,0.0000001,20.37,24.24,32.24,20.45,0.0000001,0.0000001,0.0000001,0,0,1.83,0,0.0000001,0.82,0.0000001,1450,0,298,0,298,0,298,0
686,803,1253,20.5,3.17,10.65,20.86,5.11,50.56,3.7,0.0000001,0.0000001,0,0,5.95,0,0.0000001,0.0000001,0.0000001,1394,0,298,0,298,0,1172,4
687,434,887,58,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,298,0
688,753,1231,45,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,811,1000
689,741,1253,41,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,811,4000
690,821,1276,41,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,811,8000
691,831,1288,38,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,811,16000
692,478,920,56,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,922,1000
693,457,898,52,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,922,4000
694,454,914,54,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,922,8000
695,472,918,50,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,922,16000
696,459,919,54,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,1033,1000
697,447,910,51,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,1033,4000
698,450,904,54,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,1033,8000
699,432,885,52,0.54,1.99,18.02,3.15,66.84,0.0000001,0.0000001,0.0000001,0,0,9.15,0,0.0000001,0.32,0.0000001,1339,0,298,0,298,0,1033,16000
700,520,965,51,0.0000001,2.69,6.11,6.82,68.15,0.0000001,0.0000001,0.6,0,0,15.88,0,0.6,0.35,0.0000001,1458,0,298,0,298,0,298,0
701,795,1105,14,0.0000001,2.69,6.11,6.82,68.15,0.0000001,0.0000001,0.6,0,0,15.88,0,0.6,0.35,0.0000001,1458,0,298,0,298,0,923,1000
702,440,580,27,0.0000001,2.69,6.11,6.82,68.15,0.0000001,0.0000001,0.6,0,0,15.88,0,0.6,0.35,0.0000001,1458,0,298,0,298,0,1033,1000
703,340,760,48.9,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1450,0,298,0,298,0,298,0
704,975,1325,23.6,1.7,0.97,17.66,8.22,68.45,3,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1313,0,298,0,1003,8,893,8
705,469,993,58,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0,298,0,298,0,298,0
706,855,1255,37,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.1,298,0,298,0,298,0
707,1027,1227,28,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.15,298,0,298,0,298,0
708,1041,1331,18,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.2,298,0,298,0,298,0
709,1269,1600,15,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.25,298,0,298,0,298,0
710,676,1124,39,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.1,1339,0.1,298,0,298,0
711,627,1151,44,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.15,1339,0.1,298,0,298,0
712,662,1179,41,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.2,1339,0.1,298,0,298,0
713,614,1165,44,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.25,1339,0.1,298,0,298,0
714,510,1082,53,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.1,1394,0.1,298,0,298,0
715,545,1110,52,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.15,1394,0.1,298,0,298,0
716,565,1138,48,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.2,1394,0.1,298,0,298,0
717,572,1145,48,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.25,1394,0.1,298,0,298,0
718,462,1020,63,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.1,1450,0.1,298,0,298,0
719,510,1076,55,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.15,1450,0.1,298,0,298,0
720,496,1062,59,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.2,1450,0.1,298,0,298,0
721,476,1027,62,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.25,1450,0.1,298,0,298,0
722,476,993,64,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.1,1505,0.1,298,0,298,0
723,441,979,68,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.15,1505,0.1,298,0,298,0
724,427,931,69,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.2,1505,0.1,298,0,298,0
725,421,951,70,0.0000001,55.26,24.56,3.43,10.88,0.0000001,0.0000001,0.0000001,0,0,0.67,0,0.0000001,5.21,0.0000001,1523,0.25,1505,0.1,298,0,298,0
726,462,945,54,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0,298,0,298,0,298,0
727,731,1041,45,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.1,298,0,298,0,298,0
728,917,1145,28,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.2,298,0,298,0,298,0
729,1151,1344,13,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.3,298,0,298,0,298,0
730,1220,1482,10,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.4,298,0,298,0,298,0
731,627,1027,41,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.1,1339,0.1,298,0,298,0
732,607,1055,41,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.2,1339,0.1,298,0,298,0
733,579,1089,41,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.3,1339,0.1,298,0,298,0
734,627,1124,40,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.4,1339,0.1,298,0,298,0
735,448,986,50,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.1,1394,0.1,298,0,298,0
736,490,1027,47,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.2,1394,0.1,298,0,298,0
737,552,1069,44,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.3,1394,0.1,298,0,298,0
738,600,1096,43,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.4,1394,0.1,298,0,298,0
739,427,965,55,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.1,1450,0.1,298,0,298,0
740,448,972,53,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.2,1450,0.1,298,0,298,0
741,462,986,52,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.3,1450,0.1,298,0,298,0
742,441,972,56,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.4,1450,0.1,298,0,298,0
743,407,910,59,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.1,1505,0.1,298,0,298,0
744,400,896,63,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.2,1505,0.1,298,0,298,0
745,400,903,63,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.3,1505,0.1,298,0,298,0
746,410,910,62,0.0000001,41.63,26.62,3.38,23.58,0.0000001,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,4.79,0.0000001,1473,0.4,1505,0.1,298,0,298,0
747,427,883,47,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0,298,0,298,0,298,0
748,717,1000,32,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.1,298,0,298,0,298,0
749,917,1131,17,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.2,298,0,298,0,298,0
750,1103,1296,10,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.3,298,0,298,0,298,0
751,1186,1393,8,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.4,298,0,298,0,298,0
752,1276,1482,6,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.5,298,0,298,0,298,0
753,634,993,33,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.1,1339,0.1,298,0,298,0
754,558,979,36,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.2,1339,0.1,298,0,298,0
755,524,979,36,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.3,1339,0.1,298,0,298,0
756,558,1007,32,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.4,1339,0.1,298,0,298,0
757,593,1020,35,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.5,1339,0.1,298,0,298,0
758,558,958,37,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.1,1394,0.1,298,0,298,0
759,448,938,39,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.2,1394,0.1,298,0,298,0
760,496,965,38,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.3,1394,0.1,298,0,298,0
761,524,979,36,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.4,1394,0.1,298,0,298,0
762,558,993,36,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.5,1394,0.1,298,0,298,0
763,386,896,44,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.1,1450,0.1,298,0,298,0
764,441,924,40,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.2,1450,0.1,298,0,298,0
765,483,951,39,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.3,1450,0.1,298,0,298,0
766,503,958,38,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.4,1450,0.1,298,0,298,0
767,496,951,39,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.5,1450,0.1,298,0,298,0
768,359,862,47,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.1,1505,0.1,298,0,298,0
769,393,883,45,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.2,1505,0.1,298,0,298,0
770,372,869,48,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.3,1505,0.1,298,0,298,0
771,365,869,47,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.4,1505,0.1,298,0,298,0
772,379,883,46,0.68,5.16,25.75,3.27,59.11,0.13,0.0000001,0.0000001,0,0,1.27,0,0.0000001,4.63,0.0000001,1473,0.5,1505,0.1,298,0,298,0
773,483,917,46,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0,298,0,298,0,298,0
774,779,1041,30,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.1,298,0,298,0,298,0
775,965,1165,16,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.2,298,0,298,0,298,0
776,1117,1317,11,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.3,298,0,298,0,298,0
777,1227,1441,8,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.4,298,0,298,0,298,0
778,1269,1538,5,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.5,298,0,298,0,298,0
779,434,924,46,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.1,1283,0.1,298,0,298,0
780,490,951,44,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.2,1283,0.1,298,0,298,0
781,538,972,44,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.3,1283,0.1,298,0,298,0
782,565,972,42,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.4,1283,0.1,298,0,298,0
783,565,972,42,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.5,1283,0.1,298,0,298,0
