,Property,,,Chemical compositions,,,,,,,,,,,,,,,Processing actions,,,,,,,
Number,YS(Mpa),UTS(Mpa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ti(at%),Ta(at%),V(at%),Mn(at%),Cu(at%),Mo(at%),C(at%),V(at%),W(at%),Nb(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours
191,191,568,60.5,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1473,87,298,0,1273,1,298,0
192,167,532,58.1,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1473,87,298,0,1423,1,298,0
193,652,1253,44,0,31,31,0,31,0,0,0,0,0,7,0,0,0,0,0,60,298,0,1173,1,298,0
194,560,1135,35,0,31,31,0,31,0,0,0,0,0,7,0,0,0,0,1473,60,298,0,1173,1,298,0
195,470,626,25,0,0,0,33.334,0,0,0,0,33.333,33.333,0,0,0,0,0,1073,86,298,0,1073,1,298,0
196,539,690,29,7.5,0,0,30.834,0,0,0,0,30.833,30.833,0,0,0,0,0,1073,86,298,0,1073,1,298,0
197,798,887,26,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,92,298,0,948,0.5,298,0
198,225,557,60,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,0,298,0,1473,1,298,0
199,761,936,28.3,0,10,15,35,25,0,0,10,5,0,0,0,0,0,0,1373,75,298,0,1023,0.166666667,298,0
200,177,417,50.4,0,10,10,40,0,0,0,0,40,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
201,1424,1424,10.7,0,17.5,12.5,55,10,0,0,0,0,0,5,0,0,0,0,1523,79,298,0,0,0,298,0
202,443,840,61.6,0,17.5,12.5,55,10,0,0,0,0,0,5,0,0,0,0,1523,79,298,0,1173,1,298,0
203,301,718,77.5,0,17.5,12.5,55,10,0,0,0,0,0,5,0,0,0,0,1523,79,298,0,1273,1,298,0
204,261,673,86.6,0,17.5,12.5,55,10,0,0,0,0,0,5,0,0,0,0,1523,79,298,0,1373,1,298,0
205,231,638,87.2,0,17.5,12.5,55,10,0,0,0,0,0,5,0,0,0,0,1523,79,298,0,1473,1,298,0
206,1502,1502,11.4,0,18,12.5,55,7,0,0,0,0,0,7.5,0,0,0,0,1523,79,298,0,0,0,298,0
207,711,1096,38.3,0,18,12.5,55,7,0,0,0,0,0,7.5,0,0,0,0,1523,79,298,0,1173,1,298,0
208,684,1078,48.1,0,18,12.5,55,7,0,0,0,0,0,7.5,0,0,0,0,1523,79,298,0,1273,1,298,0
209,506,933,59.3,0,18,12.5,55,7,0,0,0,0,0,7.5,0,0,0,0,1523,79,298,0,1373,1,298,0
210,296,693,63.2,0,18,12.5,55,7,0,0,0,0,0,7.5,0,0,0,0,1523,79,298,0,1473,1,298,0
211,612,1034,49.1,0,17.5,12.5,55,10,0,0,0,0,0,4,1,0,0,0,1373,78.6,298,0,1173,1,298,0
212,617,1057,48.8,0,17.5,12.5,55,10,0,0,0,0,0,3,2,0,0,0,1373,78.6,298,0,1173,1,298,0
213,185,460,64,0,23.29,6.22,23.9,23.46,0,0,0,23.1,0,0,0.03,0,0,0,0,0,298,0,0,0,298,0
214,215,535,58,0,23.17,6.42,23.97,22.24,0,0,0,23.67,0,0,0.53,0,0,0,0,0,298,0,0,0,298,0
215,255,610,55,0,23.14,6.31,23.13,23.33,0,0,0,23.14,0,0,0.95,0,0,0,0,0,298,0,0,0,298,0
216,320,685,53,0,23.42,6.23,22.41,23.81,0,0,0,22.02,0,0,2.11,0,0,0,0,0,298,0,0,0,298,0
217,786,1101,28,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,0,50,298,0,1273,1,298,0
218,288,697,68,0,10,10,50,0,0,0,0,30,0,0,0,0,0,0,1473,60,298,0,1173,0.05,298,0
219,1199,1335,4.37,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,0,0,298,0
220,1269,1366,1.16,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,573,1,298,0
221,1371,1403,1.58,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,673,1,298,0
222,1363,1471,3.15,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,773,1,298,0
223,1242,1325,4.31,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,873,1,298,0
224,930,1021,19.01,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,923,1,298,0
225,729,902,26.3,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,973,1,298,0
226,495,736,38.7,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,1073,1,298,0
227,367,673,42.55,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,1173,1,298,0
228,291,619,43.15,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,1273,1,298,0
229,259,599,45.05,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1423,95,298,0,1373,1,298,0
230,360,846,37,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,1373,0,298,0,1173,0.03333,298,0
231,430,851,34.5,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,1373,3,298,0,1173,0.03333,298,0
232,517,894,31,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,1373,5,298,0,1173,0.03333,298,0
233,702,945,17,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,1373,10,298,0,1173,0.03333,298,0
234,906,1085,10.3,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,1373,30,298,0,1173,0.03333,298,0
235,1205,1318,4,13.04,21.74,21.74,21.74,21.74,0,0,0,0,0,0,0,0,0,0,1373,50,298,0,1173,0.03333,298,0
236,1280,1530,13.2,0,10.31,9.24,49.34,0,0,0,0,30.48,0,0,0.63,0,0,0,1473,67,298,0,673,0.05,298,0
237,1276,1516,11.7,0,10.31,9.24,49.34,0,0,0,0,30.48,0,0,0.63,0,0,0,1473,67,298,0,673,0.16667,298,0
238,825,1052,33.3,0,10.31,9.24,49.34,0,0,0,0,30.48,0,0,0.63,0,0,0,1473,67,298,0,923,0.05,298,0
239,734,991,41,0,10.31,9.24,49.34,0,0,0,0,30.48,0,0,0.63,0,0,0,1473,67,298,0,923,0.16667,298,0
240,595,933,62.2,0,10.31,9.24,49.34,0,0,0,0,30.48,0,0,0.63,0,0,0,1473,67,298,0,1023,0.05,298,0
241,546,929,59.3,0,10.31,9.24,49.34,0,0,0,0,30.48,0,0,0.63,0,0,0,1473,67,298,0,1023,0.16667,298,0
242,190,424,52.8,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
243,1420,1507,5.4,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,70,298,0,0,0,298,0
244,1419,1638,3.7,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,70,298,0,873,1,298,0
245,952,1092,13.4,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,70,298,0,1073,1,298,0
246,734,964,27.5,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,70,298,0,1173,1,298,0
247,440,828,42.9,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,70,298,0,1273,1,298,0
248,212,623,73.3,0,20,26,20,14,0,0,0,20,0,0,0,0,0,0,1473,70,298,0,1373,1,298,0
249,679,931,17.8,14.1,0,6,28.2,18.8,0,0,0,32.9,0,0,0,0,0,0,0,0,298,0,0,0,298,0
250,1442,1521,2.3,14.1,0,6,28.2,18.8,0,0,0,32.9,0,0,0,0,0,0,0,65,298,0,0,0,298,0
251,599,868,19.5,14.1,0,6,28.2,18.8,0,0,0,32.9,0,0,0,0,0,0,0,65,298,0,1273,1,298,0
252,460,732,31.7,3.7,18.52,18.52,18.52,37.04,0,0,0,0,3.7,0,0,0,0,0,1473,93,298,0,973,20,298,0
253,719,1048,30.4,3.7,18.52,18.52,18.52,37.04,0,0,0,0,3.7,0,0,0,0,0,1473,93,298,0,1073,1,298,0
254,730,968,29.1,9.09,18.182,18.182,18.182,18.182,0,0,0,18.182,0,0,0,0,0,0,1473,79,298,0,1273,0.25,298,0
255,409,755,43.9,9.09,18.182,18.182,18.182,18.182,0,0,0,18.182,0,0,0,0,0,0,1473,79,298,0,1373,0.16667,298,0
256,278,619,60.4,9.09,18.182,18.182,18.182,18.182,0,0,0,18.182,0,0,0,0,0,0,1473,79,298,0,1473,0.08333,298,0
257,1250,1327,19.3,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,50,298,0,0,0,298,0
258,625,855,50.7,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,50,298,0,923,1,298,0
259,351,700,58.7,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,50,298,0,1073,1,298,0
260,194,599,63.2,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,50,298,0,1273,1,298,0
261,95,375,58,0,5,2,40,26,0,0,0,27,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
262,720,760,17,0,5,2,40,26,0,0,0,27,0,0,0,0,0,0,1473,64,298,0,0,0,298,0
263,240,645,59,0,5,2,40,26,0,0,0,27,0,0,0,0,0,0,1473,64,298,0,1173,0.16667,298,0
264,1120,1175,14,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1273,80,298,0,0,0,298,0
265,1290,1415,3.6,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1273,80,298,0,773,1,298,0
266,1135,1260,6.7,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1273,80,298,0,873,1,298,0
267,585,815,42.7,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1273,80,298,0,973,1,298,0
268,425,735,52.5,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1273,80,298,0,1073,1,298,0
269,270,630,60.5,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1273,80,298,0,1173,1,298,0
270,900,1074,25,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1473,84,298,0,973,36,298,0
271,854,1213,14,0,35,25,37.5,2.5,0,0,0,0,0,0,0,0,0,0,1473,65,298,0,873,1,298,0
272,702,1143,21,0,35,25,37.5,2.5,0,0,0,0,0,0,0,0,0,0,1473,65,298,0,923,1,298,0
273,540,1101,24,0,35,25,37.5,2.5,0,0,0,0,0,0,0,0,0,0,1473,65,298,0,973,1,298,0
274,453,1062,34,0,35,25,37.5,2.5,0,0,0,0,0,0,0,0,0,0,1473,65,298,0,1073,1,298,0
275,412,994,40,0,35,25,37.5,2.5,0,0,0,0,0,0,0,0,0,0,1473,65,298,0,1173,1,298,0
276,775,1205,35,0,32,32,0,32,0,0,0,0,0,4,0,0,0,0,1473,70,298,0,973,4,298,0
277,488,902,39,0,32,32,0,32,0,0,0,0,0,4,0,0,0,0,1473,70,298,0,1173,1,298,0
278,620,1050,17,16.39,16.39,16.39,16.39,34.44,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
279,1625,1800,6,16.39,16.39,16.39,16.39,34.44,0,0,0,0,0,0,0,0,0,0,0,90,298,0,0,0,298,0
280,1108,1200,12,16.39,16.39,16.39,16.39,34.44,0,0,0,0,0,0,0,0,0,0,0,90,298,0,1073,1,298,0
281,844,1175,23,16.39,16.39,16.39,16.39,34.44,0,0,0,0,0,0,0,0,0,0,0,90,298,0,1273,1,298,0
282,648,1075,27,16.39,16.39,16.39,16.39,34.44,0,0,0,0,0,0,0,0,0,0,0,90,298,0,1473,1,298,0
283,103,320,49,0,33.33,0,33.34,33.33,0,0,0,0,0,0,0,0,0,0,1373,0,298,0,0,0,298,0
284,1330,1400,9,0,12.5,12.5,50,12.5,0,0,0,12.5,0,0,0,0,0,0,1273,90,298,0,0,0,298,0
285,1140,1131,14,0,12.5,12.5,50,12.5,0,0,0,12.5,0,0,0,0,0,0,1273,90,298,0,873,0.05,298,0
286,950,954,22,0,12.5,12.5,50,12.5,0,0,0,12.5,0,0,0,0,0,0,1273,90,298,0,873,0.11667,298,0
287,800,849,30,0,12.5,12.5,50,12.5,0,0,0,12.5,0,0,0,0,0,0,1273,90,298,0,873,0.16667,298,0
288,550,700,51,0,12.5,12.5,50,12.5,0,0,0,12.5,0,0,0,0,0,0,1273,90,298,0,873,1,298,0
289,945,1230,37.5,9.09,30.303,30.303,0,30.304,0,0,0,0,0,0,0,0,0,0,1473,79,298,0,1073,1,298,0
290,324,800,58.3,9.09,30.303,30.303,0,30.304,0,0,0,0,0,0,0,0,0,0,1473,79,298,0,1473,1,298,0
291,113,372,57.4,0,5.9,2.3,42.2,28.9,0,0,0,20.7,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
292,118,382,57.5,0,5.5,2.2,41.1,27.1,0,0,0,24.1,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
293,120,394,59,0,5.2,2.1,40,25.7,0,0,0,27,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
294,138,401,57.9,0,5.8,2.4,29.4,28.5,0,0,0,33.9,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
295,132,409,57.4,0,5.8,2.4,25.7,28.5,0,0,0,37.6,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
296,269,499,36.1,0,0,25,25,25,0,0,0,25,0,0,0,0,0,0,0,0,298,0,0,0,298,0
297,365,639,49.6,0,0,25,25,25,0,0,0,25,0,0,0,0,0,0,1173,0,298,0,0,0,298,0
298,398,702,60.2,0,0,25,25,25,0,0,0,25,0,0,0,0,0,0,1373,0,298,0,0,0,298,0
299,176,453,68.8,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
300,1283,1357,8.3,9.09,18.182,18.182,18.182,18.182,0,0,0,0,18.182,0,0,0,0,0,1273,80,298,0,0,0,298,0
301,1019,1045,15.7,9.09,18.182,18.182,18.182,18.182,0,0,0,0,18.182,0,0,0,0,0,1273,80,298,0,1173,0.16667,298,0
302,956,988,18.5,9.09,18.182,18.182,18.182,18.182,0,0,0,0,18.182,0,0,0,0,0,1273,80,298,0,1173,0.5,298,0
303,793,870,21.5,9.09,18.182,18.182,18.182,18.182,0,0,0,0,18.182,0,0,0,0,0,1273,80,298,0,1173,1,298,0
304,608,749,28.1,9.09,18.182,18.182,18.182,18.182,0,0,0,0,18.182,0,0,0,0,0,1273,80,298,0,1173,5,298,0
305,1060,1084,27.5,0,20,20,40,10,0,0,0,10,0,0,0,0,0,0,1473,70,298,0,873,0.5,298,0
306,589,865,69.1,0,20,20,40,10,0,0,0,10,0,0,0,0,0,0,1473,70,298,0,973,0.5,298,0
307,375,785,77.5,0,20,20,40,10,0,0,0,10,0,0,0,0,0,0,1473,70,298,0,1073,0.5,298,0
308,225,655,38,0,19.9,19.9,19.9,19.9,0,0,0,19.9,0,0,0.5,0,0,0,1473,86,298,0,1373,1,298,0
309,199,531,60,2.44,24.39,24.39,24.39,24.39,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
310,366,715,46,2.44,24.39,24.39,24.39,24.39,0,0,0,0,0,0,0,0,0,0,0,63,298,0,1073,1,298,0
311,1367,1493,9.1,3.125,31.25,31.25,0,31.25,0,0,0,0,0,3.125,0,0,0,0,1473,80,298,0,0,0,298,0
312,1101,1307,22.1,3.125,31.25,31.25,0,31.25,0,0,0,0,0,3.125,0,0,0,0,1473,80,298,0,998,1,298,0
313,842,1201,38,3.125,31.25,31.25,0,31.25,0,0,0,0,0,3.125,0,0,0,0,1473,80,298,0,1023,1,298,0
314,757,1170,46.1,3.125,31.25,31.25,0,31.25,0,0,0,0,0,3.125,0,0,0,0,1473,80,298,0,1073,1,298,0
315,661,1048,48,3.125,31.25,31.25,0,31.25,0,0,0,0,0,3.125,0,0,0,0,1473,80,298,0,1173,1,298,0
316,860,1050,48,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,1073,1,298,0
317,690,930,51,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,1173,1,298,0
318,550,800,64,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,1273,1,298,0
319,260,620,87,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,1373,1,298,0
320,780,1228,17,16.67,0,16.67,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
321,545,1074,16.7,16.665,16.67,16.665,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
322,545,1050,17.6,16.39,16.39,16.39,16.39,34.44,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
323,545,1124,20.3,16.13,16.13,16.13,16.13,35.48,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
324,866,1223,7.9,12.28,17.54,17.54,35.1,17.54,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
325,350,720,21.9,0,35,15,20,20,0,0,0,0,0,10,0,0,0,0,1473,0,298,0,0,0,298,0
326,1212,1360,14.9,0,35,15,20,20,0,0,0,0,0,10,0,0,0,0,1473,70,298,0,1123,0.16667,298,0
327,1028,1249,18.3,0,35,15,20,20,0,0,0,0,0,10,0,0,0,0,1473,70,298,0,1173,0.16667,298,0
328,879,1194,25.4,0,35,15,20,20,0,0,0,0,0,10,0,0,0,0,1473,70,298,0,1273,0.16667,298,0
329,155,472,58.9,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
330,199,479,51.1,0,24.39,24.39,24.39,24.39,0,0,0,0,0,2.44,0,0,0,0,0,0,298,0,0,0,298,0
331,255,590,55.1,0,23.81,23.81,23.81,23.81,0,0,0,0,0,4.76,0,0,0,0,0,0,298,0,0,0,298,0
332,305,710,49.3,0,23.26,23.26,23.26,23.26,0,0,0,0,0,6.96,0,0,0,0,0,0,298,0,0,0,298,0
333,816,1187,18.9,0,23.26,23.26,23.26,23.26,0,0,0,0,0,6.96,0,0,0,0,0,60,298,0,1123,1,298,0
334,647,1042,32.5,0,23.26,23.26,23.26,23.26,0,0,0,0,0,6.96,0,0,0,0,0,60,298,0,1173,5,298,0
335,357,459,9,8,17,17,17,33,0,0,0,0,8,0,0,0,0,0,0,0,298,0,0,0,298,0
336,215,489,39,8,17,17,17,33,0,0,0,0,8,0,0,0,0,0,1423,0,298,0,0,0,298,0
337,250,730,50,0,10,10,50,0,0,0,0,30,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
338,330,870,75,0,10,10,50,0,0,0,0,30,0,0,0,0,0,0,1473,60,298,0,1173,0.0833,298,0
339,280,800,65,0,10,10,50,0,0,0,0,30,0,0,0,0,0,0,1473,60,298,0,1173,0.5,298,0
340,339,810,88.4,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,1173,2,298,0
341,465,912,70.5,0,32.26,32.26,0,32.26,0,0,0,0,0,3.22,0,0,0,0,1473,60,298,0,1173,2,298,0
342,644,1071,29.5,0,31.25,31.25,0,31.25,0,0,0,0,0,6.25,0,0,0,0,1473,60,298,0,1173,2,298,0
343,189,350,52.3,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,0,0,298,0,0,0,298,0
344,856,883,11.5,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,1373,60,298,0,0,0,298,0
345,816,855,16.7,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,1373,60,298,0,973,1,298,0
346,818,876,6.2,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,1373,60,298,0,1073,1,298,0
347,696,816,17,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,1373,60,298,0,1173,1,298,0
348,465,749,35.2,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,1373,60,298,0,1273,1,298,0
349,302,663,51.5,0,19.89,19.88,21.04,20.8,0,0,0,18.39,0,0,0,0,0,0,1373,60,298,0,1373,1,298,0
350,1145,1287,10.5,0,0,20,20,20,0,0,0,20,20,0,0,0,0,0,1273,85,298,0,873,1,298,0
351,1029,1186,11.2,0,0,20,20,20,0,0,0,20,20,0,0,0,0,0,1273,85,298,0,973,1,298,0
352,943,1110,12,0,0,20,20,20,0,0,0,20,20,0,0,0,0,0,1273,85,298,0,1073,1,298,0
353,814,937,15.1,0,0,20,20,20,0,0,0,20,20,0,0,0,0,0,1273,85,298,0,1173,1,298,0
354,493,693,36.1,0,0,20,20,20,0,0,0,20,20,0,0,0,0,0,1273,85,298,0,1273,1,298,0
355,402,610,33.7,11.111,22.222,22.222,22.222,22.222,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
356,755,836,6.2,11.111,22.222,22.222,22.222,22.222,0,0,0,0,0,0,0,0,0,0,0,20,298,0,0,0,298,0
357,280,556,48.2,5,0,12,35,20,0,0,0,28,0,0,0,0,0,0,0,0,298,0,0,0,298,0
358,320,625,42.5,10,0,12,35,20,0,0,0,23,0,0,0,0,0,0,0,0,298,0,0,0,298,0
359,1253,1392,8.2,5,0,12,35,20,0,0,0,28,0,0,0,0,0,0,0,90,298,0,0,0,298,0
360,1400,1500,7.9,10,0,12,35,20,0,0,0,23,0,0,0,0,0,0,0,90,298,0,0,0,298,0
361,256,517,51,0,21,18,35,6,0,0,0,20,0,0,0,0,0,0,0,0,298,0,0,0,298,0
362,383,725,53,0,21,18,35,6,0,0,0,20,0,0,0,0,0,0,1473,45,298,0,1273,2,298,0
363,427,703,46.5,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1473,80,298,0,1148,0.08333,298,0
364,258,612,51.5,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1473,80,298,0,1273,0.125,298,0
365,1050,1150,25,0,42,16,42,0,0,0,0,0,0,0,0,0,0,0,1473,67,298,0,973,1,298,0
366,700,880,40,0,42,16,42,0,0,0,0,0,0,0,0,0,0,0,1473,67,298,0,1023,1,298,0
367,600,840,45,0,42,16,42,0,0,0,0,0,0,0,0,0,0,0,1473,67,298,0,1073,1,298,0
368,217,566,77,6.52,21.74,21.74,21.74,21.74,0,0,0,0,6.52,0,0,0,0,0,1373,0,298,0,0,0,298,0
369,500,717,29,6.52,21.74,21.74,21.74,21.74,0,0,0,0,6.52,0,0,0,0,0,1373,70,298,0,1173,5,298,0
370,458,742,40,0,20,20,0,20,0,0,0,20,20,0,0,0,0,0,0,0,298,0,0,0,298,0
371,1613,1741,3,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,0,0,298,0
372,1309,1489,9.8,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,973,0.25,298,0
373,1146,1284,18.6,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,973,0.375,298,0
374,953,1178,34,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,973,0.5,298,0
375,1176,1310,13.3,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1073,0.08333,298,0
376,1042,1175,33.6,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1073,0.1,298,0
377,725,1056,45.7,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1073,0.16667,298,0
378,848,1088,39.2,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,973,1,298,0
379,612,1034,57.3,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1073,1,298,0
380,403,857,69,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1173,1,298,0
381,305,795,89.5,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1273,1,298,0
382,248,740,95.6,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1373,1,298,0
383,318,631,37,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1373,87,298,0,1173,1,298,0
384,308,642,35,0,10,10,10,60,0,0,0,10,0,0,0,0,0,0,1373,87,298,0,1073,2,298,0
385,248,543,43,0,10,10,20,10,0,0,0,50,0,0,0,0,0,0,1373,0,298,0,0,0,298,0
386,341,621,55,0,10,10,20,10,0,0,0,50,0,0,0,0,0,0,1373,60,298,0,1173,0.05,298,0
387,984,1160,14.3,0,30.3,39.4,0,30.3,0,0,0,0,0,0,0,0,0,0,1473,70,298,0,973,6,298,0
388,793,1003,15.5,0,30.3,39.4,0,30.3,0,0,0,0,0,0,0,0,0,0,1473,70,298,0,1073,6,298,0
389,770,1090,17,15,21.25,21.25,21.25,21.25,0,0,0,0,0,0,0,0,0,0,1423,30,298,0,1373,0.0833,298,0
390,447,888,73.8,0,9.67,9.67,38.68,0,0,0,0,38.68,0,0,3.3,0,0,0,1373,0,298,0,0,0,298,0
391,256,640,60,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,973,16,298,0
392,322,694,45.8,3.48,21.71,16.65,19.17,38.99,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,973,16,298,0
393,842,1067,13.8,6.63,17.69,16.47,17.38,41.83,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,973,16,298,0
394,910,1200,14,10.02,14.86,13.54,14.1,47.48,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,973,16,298,0
395,1000,1170,6,10.52,13.25,11.39,12.25,52.59,0,0,0,0,0,0,0,0,0,0,1473,60,298,0,973,16,298,0
396,523,965,65,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1073,1,298,0
397,390,851,76,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1123,2,298,0
398,320,770,74,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1173,2,298,0
399,539,924,62,3,32.33,32.34,0,32.33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1073,1,298,0
400,421,869,79,3,32.33,32.34,0,32.33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1123,2,298,0
401,342,790,69,3,32.33,32.34,0,32.33,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1173,2,298,0
402,733,1063,49,0,32.33,32.34,0,32.33,0,0,0,0,0,3,0,0,0,0,1373,88,298,0,1073,1,298,0
403,535,963,73,0,32.33,32.34,0,32.33,0,0,0,0,0,3,0,0,0,0,1373,88,298,0,1123,2,298,0
404,435,901,74,0,32.33,32.34,0,32.33,0,0,0,0,0,3,0,0,0,0,1373,88,298,0,1173,2,298,0
405,192,462,52.2,0,20,20,30,6,0,0,0,24,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
406,523,719,28.4,0,20,20,30,6,0,0,0,24,0,0,0,0,0,0,1473,70,298,0,1073,0.08333,298,0
407,512,706,23.3,0,20,20,30,6,0,0,0,24,0,0,0,0,0,0,1473,70,298,0,1073,0.16667,298,0
408,382,644,33.3,0,20,20,30,6,0,0,0,24,0,0,0,0,0,0,1473,70,298,0,1173,0.08333,298,0
409,160,407,64.9,0,20,20,34,11,0,0,0,15,0,0,0,0,0,0,1473,0,298,0,0,0,298,0
